league,fixture_id,datetime,home_team,away_team,referee,round,season,time,date
DFB Pokal,564163,2020-07-04 18:00:00+00:00,Bayer Leverkusen,Bayern Munich,L. Presinský,Final,2019,18:00:00,2020-07-04
Primera Division,214342,2020-07-01 17:30:00+00:00,Alaves,Granada CF,,33,2019,17:30:00,2020-07-01
Primera Division,214350,2020-07-01 17:30:00+00:00,Valencia,Athletic Club,,33,2019,17:30:00,2020-07-01
Primera Division,214344,2020-07-01 20:00:00+00:00,Real Betis,Villarreal,,33,2019,20:00:00,2020-07-01
Primera Division,214351,2020-07-01 20:00:00+00:00,Valladolid,Levante,,33,2019,20:00:00,2020-07-01
Primera Division,214345,2020-07-02 17:30:00+00:00,Eibar,Osasuna,,33,2019,17:30:00,2020-07-02
Primera Division,214349,2020-07-02 17:30:00+00:00,Real Sociedad,Espanyol,,33,2019,17:30:00,2020-07-02
Primera Division,214348,2020-07-02 20:00:00+00:00,Real Madrid,Getafe,,33,2019,20:00:00,2020-07-02
Primera Division,214353,2020-07-03 20:00:00+00:00,Atletico Madrid,Mallorca,,34,2019,20:00:00,2020-07-03
Primera Division,214354,2020-07-04 15:00:00+00:00,Celta Vigo,Real Betis,,34,2019,15:00:00,2020-07-04
Primera Division,214361,2020-07-04 17:30:00+00:00,Valladolid,Alaves,,34,2019,17:30:00,2020-07-04
Primera Division,214356,2020-07-04 20:00:00+00:00,Granada CF,Valencia,,34,2019,20:00:00,2020-07-04
Primera Division,214352,2020-07-05 12:00:00+00:00,Athletic Club,Real Madrid,,34,2019,12:00:00,2020-07-05
Primera Division,214355,2020-07-05 15:00:00+00:00,Espanyol,Leganes,,34,2019,15:00:00,2020-07-05
Primera Division,214358,2020-07-05 17:30:00+00:00,Osasuna,Getafe,,34,2019,17:30:00,2020-07-05
Primera Division,214360,2020-07-05 20:00:00+00:00,Villarreal,Barcelona,,34,2019,20:00:00,2020-07-05
Primera Division,214357,2020-07-06 17:30:00+00:00,Levante,Real Sociedad,,34,2019,17:30:00,2020-07-06
Primera Division,214359,2020-07-06 20:00:00+00:00,Sevilla,Eibar,,34,2019,20:00:00,2020-07-06
Primera Division,214362,2020-07-07 22:00:00+00:00,Athletic Club,Sevilla,,35,2019,22:00:00,2020-07-07
Primera Division,214363,2020-07-07 22:00:00+00:00,Barcelona,Espanyol,,35,2019,22:00:00,2020-07-07
Primera Division,214364,2020-07-07 22:00:00+00:00,Real Betis,Osasuna,,35,2019,22:00:00,2020-07-07
Primera Division,214365,2020-07-07 22:00:00+00:00,Celta Vigo,Atletico Madrid,,35,2019,22:00:00,2020-07-07
Primera Division,214366,2020-07-07 22:00:00+00:00,Eibar,Leganes,,35,2019,22:00:00,2020-07-07
Primera Division,214367,2020-07-07 22:00:00+00:00,Getafe,Villarreal,,35,2019,22:00:00,2020-07-07
Primera Division,214368,2020-07-07 22:00:00+00:00,Mallorca,Levante,,35,2019,22:00:00,2020-07-07
Primera Division,214369,2020-07-07 22:00:00+00:00,Real Madrid,Alaves,,35,2019,22:00:00,2020-07-07
Primera Division,214370,2020-07-07 22:00:00+00:00,Real Sociedad,Granada CF,,35,2019,22:00:00,2020-07-07
Primera Division,214371,2020-07-07 22:00:00+00:00,Valencia,Valladolid,,35,2019,22:00:00,2020-07-07
Primera Division,214381,2020-07-11 22:00:00+00:00,Valladolid,Barcelona,,36,2019,22:00:00,2020-07-11
Primera Division,214380,2020-07-11 22:00:00+00:00,Villarreal,Real Sociedad,,36,2019,22:00:00,2020-07-11
Primera Division,214379,2020-07-11 22:00:00+00:00,Sevilla,Mallorca,,36,2019,22:00:00,2020-07-11
Primera Division,214378,2020-07-11 22:00:00+00:00,Osasuna,Celta Vigo,,36,2019,22:00:00,2020-07-11
Primera Division,214377,2020-07-11 22:00:00+00:00,Levante,Athletic Club,,36,2019,22:00:00,2020-07-11
Primera Division,214373,2020-07-11 22:00:00+00:00,Atletico Madrid,Real Betis,,36,2019,22:00:00,2020-07-11
Primera Division,214375,2020-07-11 22:00:00+00:00,Granada CF,Real Madrid,,36,2019,22:00:00,2020-07-11
Primera Division,214374,2020-07-11 22:00:00+00:00,Espanyol,Eibar,,36,2019,22:00:00,2020-07-11
Primera Division,214372,2020-07-11 22:00:00+00:00,Alaves,Getafe,,36,2019,22:00:00,2020-07-11
Primera Division,214376,2020-07-11 22:00:00+00:00,Leganes,Valencia,,36,2019,22:00:00,2020-07-11
Primera Division,214391,2020-07-14 22:00:00+00:00,Valencia,Espanyol,,37,2019,22:00:00,2020-07-14
Primera Division,214390,2020-07-14 22:00:00+00:00,Real Sociedad,Sevilla,,37,2019,22:00:00,2020-07-14
Primera Division,214388,2020-07-14 22:00:00+00:00,Mallorca,Granada CF,,37,2019,22:00:00,2020-07-14
Primera Division,214387,2020-07-14 22:00:00+00:00,Getafe,Atletico Madrid,,37,2019,22:00:00,2020-07-14
Primera Division,214389,2020-07-14 22:00:00+00:00,Real Madrid,Villarreal,,37,2019,22:00:00,2020-07-14
Primera Division,214385,2020-07-14 22:00:00+00:00,Celta Vigo,Levante,,37,2019,22:00:00,2020-07-14
Primera Division,214384,2020-07-14 22:00:00+00:00,Real Betis,Alaves,,37,2019,22:00:00,2020-07-14
Primera Division,214383,2020-07-14 22:00:00+00:00,Barcelona,Osasuna,,37,2019,22:00:00,2020-07-14
Primera Division,214382,2020-07-14 22:00:00+00:00,Athletic Club,Leganes,,37,2019,22:00:00,2020-07-14
Primera Division,214386,2020-07-14 22:00:00+00:00,Eibar,Valladolid,,37,2019,22:00:00,2020-07-14
Primera Division,214400,2020-07-18 22:00:00+00:00,Villarreal,Eibar,,38,2019,22:00:00,2020-07-18
Primera Division,214392,2020-07-18 22:00:00+00:00,Alaves,Barcelona,,38,2019,22:00:00,2020-07-18
Primera Division,214393,2020-07-18 22:00:00+00:00,Atletico Madrid,Real Sociedad,,38,2019,22:00:00,2020-07-18
Primera Division,214394,2020-07-18 22:00:00+00:00,Espanyol,Celta Vigo,,38,2019,22:00:00,2020-07-18
Primera Division,214395,2020-07-18 22:00:00+00:00,Granada CF,Athletic Club,,38,2019,22:00:00,2020-07-18
Primera Division,214396,2020-07-18 22:00:00+00:00,Leganes,Real Madrid,,38,2019,22:00:00,2020-07-18
Primera Division,214397,2020-07-18 22:00:00+00:00,Levante,Getafe,,38,2019,22:00:00,2020-07-18
Primera Division,214398,2020-07-18 22:00:00+00:00,Osasuna,Mallorca,,38,2019,22:00:00,2020-07-18
Primera Division,214399,2020-07-18 22:00:00+00:00,Sevilla,Valencia,,38,2019,22:00:00,2020-07-18
Primera Division,214401,2020-07-18 22:00:00+00:00,Valladolid,Real Betis,,38,2019,22:00:00,2020-07-18
Segunda Division,214799,2020-07-01 17:30:00+00:00,Almeria,Sporting Gijon,,37,2019,17:30:00,2020-07-01
Segunda Division,214804,2020-07-01 17:30:00+00:00,Lugo,Numancia,,37,2019,17:30:00,2020-07-01
Segunda Division,214806,2020-07-01 17:30:00+00:00,Oviedo,Mirandes,,37,2019,17:30:00,2020-07-01
Segunda Division,214801,2020-07-01 19:45:00+00:00,Extremadura,Racing Santander,,37,2019,19:45:00,2020-07-01
Segunda Division,214805,2020-07-01 19:45:00+00:00,Ponferradina,Fuenlabrada,,37,2019,19:45:00,2020-07-01
Segunda Division,214798,2020-07-02 17:30:00+00:00,Albacete,Alcorcon,,37,2019,17:30:00,2020-07-02
Segunda Division,214803,2020-07-02 17:30:00+00:00,Huesca,Las Palmas,,37,2019,17:30:00,2020-07-02
Segunda Division,214807,2020-07-02 19:45:00+00:00,Rayo Vallecano,Malaga,,37,2019,19:45:00,2020-07-02
Segunda Division,214802,2020-07-03 17:30:00+00:00,Girona,Zaragoza,,37,2019,17:30:00,2020-07-03
Segunda Division,214816,2020-07-04 15:00:00+00:00,Numancia,Extremadura,,38,2019,15:00:00,2020-07-04
Segunda Division,214817,2020-07-04 15:00:00+00:00,Racing Santander,Elche,,38,2019,15:00:00,2020-07-04
Segunda Division,214810,2020-07-04 17:30:00+00:00,Almeria,Tenerife,,38,2019,17:30:00,2020-07-04
Segunda Division,214811,2020-07-04 19:45:00+00:00,Cadiz,Oviedo,,38,2019,19:45:00,2020-07-04
Segunda Division,214813,2020-07-04 19:45:00+00:00,Fuenlabrada,Mirandes,,38,2019,19:45:00,2020-07-04
Segunda Division,214812,2020-07-05 15:00:00+00:00,Deportivo La Coruna,Huesca,,38,2019,15:00:00,2020-07-05
Segunda Division,214814,2020-07-05 17:30:00+00:00,Las Palmas,Ponferradina,,38,2019,17:30:00,2020-07-05
Segunda Division,214815,2020-07-05 17:30:00+00:00,Malaga,Albacete,,38,2019,17:30:00,2020-07-05
Segunda Division,214809,2020-07-05 19:45:00+00:00,Alcorcon,Lugo,,38,2019,19:45:00,2020-07-05
Segunda Division,214818,2020-07-06 17:30:00+00:00,Sporting Gijon,Girona,,38,2019,17:30:00,2020-07-06
Segunda Division,214819,2020-07-06 19:45:00+00:00,Zaragoza,Rayo Vallecano,,38,2019,19:45:00,2020-07-06
Segunda Division,214830,2020-07-07 22:00:00+00:00,Tenerife,Zaragoza,,39,2019,22:00:00,2020-07-07
Segunda Division,214829,2020-07-07 22:00:00+00:00,Rayo Vallecano,Numancia,,39,2019,22:00:00,2020-07-07
Segunda Division,214828,2020-07-07 22:00:00+00:00,Oviedo,Las Palmas,,39,2019,22:00:00,2020-07-07
Segunda Division,214827,2020-07-07 22:00:00+00:00,Ponferradina,Lugo,,39,2019,22:00:00,2020-07-07
Segunda Division,214825,2020-07-07 22:00:00+00:00,Mirandes,Elche,,39,2019,22:00:00,2020-07-07
Segunda Division,214826,2020-07-07 22:00:00+00:00,Malaga,Deportivo La Coruna,,39,2019,22:00:00,2020-07-07
Segunda Division,214823,2020-07-07 22:00:00+00:00,Girona,Almeria,,39,2019,22:00:00,2020-07-07
Segunda Division,214822,2020-07-07 22:00:00+00:00,Fuenlabrada,Racing Santander,,39,2019,22:00:00,2020-07-07
Segunda Division,214821,2020-07-07 22:00:00+00:00,Extremadura,Cadiz,,39,2019,22:00:00,2020-07-07
Segunda Division,214820,2020-07-07 22:00:00+00:00,Albacete,Sporting Gijon,,39,2019,22:00:00,2020-07-07
Segunda Division,214824,2020-07-07 22:00:00+00:00,Huesca,Alcorcon,,39,2019,22:00:00,2020-07-07
Segunda Division,214838,2020-07-11 22:00:00+00:00,Numancia,Ponferradina,,40,2019,22:00:00,2020-07-11
Segunda Division,214841,2020-07-11 22:00:00+00:00,Zaragoza,Oviedo,,40,2019,22:00:00,2020-07-11
Segunda Division,214840,2020-07-11 22:00:00+00:00,Sporting Gijon,Malaga,,40,2019,22:00:00,2020-07-11
Segunda Division,214839,2020-07-11 22:00:00+00:00,Racing Santander,Huesca,,40,2019,22:00:00,2020-07-11
Segunda Division,214837,2020-07-11 22:00:00+00:00,Lugo,Girona,,40,2019,22:00:00,2020-07-11
Segunda Division,214831,2020-07-11 22:00:00+00:00,Alcorcon,Tenerife,,40,2019,22:00:00,2020-07-11
Segunda Division,214835,2020-07-11 22:00:00+00:00,Elche,Albacete,,40,2019,22:00:00,2020-07-11
Segunda Division,214834,2020-07-11 22:00:00+00:00,Deportivo La Coruna,Extremadura,,40,2019,22:00:00,2020-07-11
Segunda Division,214833,2020-07-11 22:00:00+00:00,Cadiz,Fuenlabrada,,40,2019,22:00:00,2020-07-11
Segunda Division,214832,2020-07-11 22:00:00+00:00,Almeria,Rayo Vallecano,,40,2019,22:00:00,2020-07-11
Segunda Division,214836,2020-07-11 22:00:00+00:00,Las Palmas,Mirandes,,40,2019,22:00:00,2020-07-11
Segunda Division,214852,2020-07-14 22:00:00+00:00,Tenerife,Lugo,,41,2019,22:00:00,2020-07-14
Segunda Division,214851,2020-07-14 22:00:00+00:00,Rayo Vallecano,Las Palmas,,41,2019,22:00:00,2020-07-14
Segunda Division,214849,2020-07-14 22:00:00+00:00,Ponferradina,Almeria,,41,2019,22:00:00,2020-07-14
Segunda Division,214848,2020-07-14 22:00:00+00:00,Malaga,Alcorcon,,41,2019,22:00:00,2020-07-14
Segunda Division,214847,2020-07-14 22:00:00+00:00,Mirandes,Deportivo La Coruna,,41,2019,22:00:00,2020-07-14
Segunda Division,214850,2020-07-14 22:00:00+00:00,Oviedo,Racing Santander,,41,2019,22:00:00,2020-07-14
Segunda Division,214845,2020-07-14 22:00:00+00:00,Girona,Cadiz,,41,2019,22:00:00,2020-07-14
Segunda Division,214844,2020-07-14 22:00:00+00:00,Fuenlabrada,Elche,,41,2019,22:00:00,2020-07-14
Segunda Division,214843,2020-07-14 22:00:00+00:00,Extremadura,Sporting Gijon,,41,2019,22:00:00,2020-07-14
Segunda Division,214842,2020-07-14 22:00:00+00:00,Albacete,Zaragoza,,41,2019,22:00:00,2020-07-14
Segunda Division,214846,2020-07-14 22:00:00+00:00,Huesca,Numancia,,41,2019,22:00:00,2020-07-14
Segunda Division,214862,2020-07-18 22:00:00+00:00,Sporting Gijon,Huesca,,42,2019,22:00:00,2020-07-18
Segunda Division,214853,2020-07-18 22:00:00+00:00,Alcorcon,Girona,,42,2019,22:00:00,2020-07-18
Segunda Division,214854,2020-07-18 22:00:00+00:00,Almeria,Malaga,,42,2019,22:00:00,2020-07-18
Segunda Division,214855,2020-07-18 22:00:00+00:00,Cadiz,Albacete,,42,2019,22:00:00,2020-07-18
Segunda Division,214856,2020-07-18 22:00:00+00:00,Deportivo La Coruna,Fuenlabrada,,42,2019,22:00:00,2020-07-18
Segunda Division,214857,2020-07-18 22:00:00+00:00,Elche,Oviedo,,42,2019,22:00:00,2020-07-18
Segunda Division,214858,2020-07-18 22:00:00+00:00,Las Palmas,Extremadura,,42,2019,22:00:00,2020-07-18
Segunda Division,214859,2020-07-18 22:00:00+00:00,Lugo,Mirandes,,42,2019,22:00:00,2020-07-18
Segunda Division,214860,2020-07-18 22:00:00+00:00,Numancia,Tenerife,,42,2019,22:00:00,2020-07-18
Segunda Division,214861,2020-07-18 22:00:00+00:00,Racing Santander,Rayo Vallecano,,42,2019,22:00:00,2020-07-18
Segunda Division,214863,2020-07-18 22:00:00+00:00,Zaragoza,Ponferradina,,42,2019,22:00:00,2020-07-18
Segunda Division,214774,2020-06-22 19:45:00+00:00,Sporting Gijon,Oviedo,Jorge Figueroa,34,2019,19:45:00,2020-06-22
Segunda Division,214778,2020-06-23 17:30:00+00:00,Elche,Deportivo La Coruna,,35,2019,17:30:00,2020-06-23
Segunda Division,214782,2020-06-23 17:30:00+00:00,Lugo,Malaga,,35,2019,17:30:00,2020-06-23
Segunda Division,214779,2020-06-23 19:45:00+00:00,Extremadura,Zaragoza,,35,2019,19:45:00,2020-06-23
Segunda Division,214786,2020-06-24 17:30:00+00:00,Tenerife,Mirandes,,35,2019,17:30:00,2020-06-24
Segunda Division,214781,2020-06-24 17:30:00+00:00,Huesca,Cadiz,,35,2019,17:30:00,2020-06-24
Segunda Division,214780,2020-06-24 17:30:00+00:00,Girona,Numancia,,35,2019,17:30:00,2020-06-24
Segunda Division,214783,2020-06-24 19:45:00+00:00,Ponferradina,Racing Santander,,35,2019,19:45:00,2020-06-24
Segunda Division,214776,2020-06-24 19:45:00+00:00,Albacete,Las Palmas,,35,2019,19:45:00,2020-06-24
Segunda Division,214777,2020-06-25 17:30:00+00:00,Almeria,Alcorcon,,35,2019,17:30:00,2020-06-25
Segunda Division,214785,2020-06-25 17:30:00+00:00,Rayo Vallecano,Sporting Gijon,,35,2019,17:30:00,2020-06-25
Segunda Division,214784,2020-06-25 19:45:00+00:00,Oviedo,Fuenlabrada,,35,2019,19:45:00,2020-06-25
Serie B,235437,2020-06-26 16:45:00+00:00,Trapani,Pordenone,,30,2019,16:45:00,2020-06-26
Championship,164631,2020-06-26 18:45:00+00:00,Brentford,West Brom,D. England,39,2019,18:45:00,2020-06-26
Serie B,235430,2020-06-26 19:00:00+00:00,Venezia,Ascoli,,30,2019,19:00:00,2020-06-26
Serie B,235431,2020-06-26 19:00:00+00:00,Empoli,Benevento,,30,2019,19:00:00,2020-06-26
Serie B,235432,2020-06-26 19:00:00+00:00,Frosinone,Cittadella,,30,2019,19:00:00,2020-06-26
Serie B,235433,2020-06-26 19:00:00+00:00,Cremonese,Nuova Cosenza,,30,2019,19:00:00,2020-06-26
Serie B,235434,2020-06-26 19:00:00+00:00,Perugia,Crotone,,30,2019,19:00:00,2020-06-26
Serie B,235435,2020-06-26 19:00:00+00:00,Juve Stabia,Livorno,,30,2019,19:00:00,2020-06-26
Serie B,235436,2020-06-26 19:00:00+00:00,Pisa,Pescara,,30,2019,19:00:00,2020-06-26
Serie B,235438,2020-06-26 19:00:00+00:00,Virtus Entella,Salernitana,,30,2019,19:00:00,2020-06-26
Serie B,235439,2020-06-26 19:00:00+00:00,Chievo,Spezia,,30,2019,19:00:00,2020-06-26
Championship,164635,2020-06-27 11:30:00+00:00,Preston,Cardiff,D. Bond,39,2019,11:30:00,2020-06-27
Championship,164639,2020-06-27 11:30:00+00:00,Swansea,Luton,J. Brooks,39,2019,11:30:00,2020-06-27
Championship,164634,2020-06-27 12:00:00+00:00,Derby,Reading,D. Webb,39,2019,12:00:00,2020-06-27
Championship,164630,2020-06-27 12:00:00+00:00,Barnsley,Millwall,D. Whitestone,39,2019,12:00:00,2020-06-27
Championship,164640,2020-06-27 14:00:00+00:00,Wigan,Blackburn,A.  Woolmer,39,2019,14:00:00,2020-06-27
Championship,164641,2020-06-27 14:00:00+00:00,Stoke City,Middlesbrough,J. Simpson,39,2019,14:00:00,2020-06-27
Championship,164633,2020-06-27 14:00:00+00:00,Charlton,QPR,T. Harrington,39,2019,14:00:00,2020-06-27
Championship,164636,2020-06-27 14:00:00+00:00,Birmingham,Hull City,G. Eltringham,39,2019,14:00:00,2020-06-27
Championship,164637,2020-06-27 14:00:00+00:00,Leeds,Fulham,R. Jones,39,2019,14:00:00,2020-06-27
Segunda Division,214789,2020-06-27 15:00:00+00:00,Deportivo La Coruna,Ponferradina,,36,2019,15:00:00,2020-06-27
Segunda Division,214791,2020-06-27 17:30:00+00:00,Las Palmas,Elche,,36,2019,17:30:00,2020-06-27
Segunda Division,214788,2020-06-27 17:30:00+00:00,Cadiz,Tenerife,,36,2019,17:30:00,2020-06-27
Segunda Division,214795,2020-06-27 19:45:00+00:00,Racing Santander,Albacete,,36,2019,19:45:00,2020-06-27
Championship,164632,2020-06-28 11:00:00+00:00,Bristol City,Sheffield Wednesday,J. Linington,39,2019,11:00:00,2020-06-28
Championship,164638,2020-06-28 13:15:00+00:00,Nottingham Forest,Huddersfield,G. Ward,39,2019,13:15:00,2020-06-28
Bundesliga 2,209517,2020-06-28 13:30:00+00:00,VfB Stuttgart,SV Darmstadt 98,,34,2019,13:30:00,2020-06-28
Bundesliga 2,209518,2020-06-28 13:30:00+00:00,Hannover 96,VfL BOCHUM,,34,2019,13:30:00,2020-06-28
Bundesliga 2,209519,2020-06-28 13:30:00+00:00,Hamburger SV,SV Sandhausen,,34,2019,13:30:00,2020-06-28
Bundesliga 2,209520,2020-06-28 13:30:00+00:00,Holstein Kiel,FC Nurnberg,,34,2019,13:30:00,2020-06-28
Bundesliga 2,209521,2020-06-28 13:30:00+00:00,Arminia Bielefeld,FC Heidenheim,,34,2019,13:30:00,2020-06-28
Bundesliga 2,209522,2020-06-28 13:30:00+00:00,Jahn Regensburg,Erzgebirge AUE,,34,2019,13:30:00,2020-06-28
Bundesliga 2,209523,2020-06-28 13:30:00+00:00,Dynamo Dresden,VfL Osnabruck,,34,2019,13:30:00,2020-06-28
Bundesliga 2,209524,2020-06-28 13:30:00+00:00,SpVgg Greuther Furth,Karlsruher SC,,34,2019,13:30:00,2020-06-28
Bundesliga 2,209525,2020-06-28 13:30:00+00:00,SV Wehen,FC St. Pauli,,34,2019,13:30:00,2020-06-28
Segunda Division,214796,2020-06-28 15:00:00+00:00,Sporting Gijon,Lugo,,36,2019,15:00:00,2020-06-28
Segunda Division,214792,2020-06-28 15:00:00+00:00,Mirandes,Almeria,,36,2019,15:00:00,2020-06-28
Segunda Division,214794,2020-06-28 17:30:00+00:00,Numancia,Oviedo,,36,2019,17:30:00,2020-06-28
Segunda Division,214793,2020-06-28 17:30:00+00:00,Malaga,Girona,,36,2019,17:30:00,2020-06-28
Segunda Division,214790,2020-06-28 19:45:00+00:00,Fuenlabrada,Extremadura,,36,2019,19:45:00,2020-06-28
Segunda Division,214787,2020-06-29 17:30:00+00:00,Alcorcon,Rayo Vallecano,,36,2019,17:30:00,2020-06-29
Segunda Division,214797,2020-06-29 19:45:00+00:00,Zaragoza,Huesca,,36,2019,19:45:00,2020-06-29
Serie B,235444,2020-06-29 22:00:00+00:00,Benevento,Juve Stabia,,31,2019,22:00:00,2020-06-29
Serie B,235440,2020-06-29 22:00:00+00:00,Salernitana,Cremonese,,31,2019,22:00:00,2020-06-29
Serie B,235441,2020-06-29 22:00:00+00:00,Ascoli,Crotone,,31,2019,22:00:00,2020-06-29
Serie B,235442,2020-06-29 22:00:00+00:00,Pescara,Empoli,,31,2019,22:00:00,2020-06-29
Serie B,235443,2020-06-29 22:00:00+00:00,Chievo,Frosinone,,31,2019,22:00:00,2020-06-29
Serie B,235445,2020-06-29 22:00:00+00:00,Cittadella,Perugia,,31,2019,22:00:00,2020-06-29
Serie B,235448,2020-06-29 22:00:00+00:00,Livorno,Venezia,,31,2019,22:00:00,2020-06-29
Serie B,235447,2020-06-29 22:00:00+00:00,Nuova Cosenza,Trapani,,31,2019,22:00:00,2020-06-29
Serie B,235449,2020-06-29 22:00:00+00:00,Pordenone,Virtus Entella,,31,2019,22:00:00,2020-06-29
Serie B,235446,2020-06-29 22:00:00+00:00,Spezia,Pisa,,31,2019,22:00:00,2020-06-29
Championship,164647,2020-06-30 16:00:00+00:00,Millwall,Swansea,,40,2019,16:00:00,2020-06-30
Championship,164642,2020-06-30 17:00:00+00:00,Barnsley,Blackburn,,40,2019,17:00:00,2020-06-30
Championship,164651,2020-06-30 17:00:00+00:00,Reading,Brentford,,40,2019,17:00:00,2020-06-30
Championship,164650,2020-06-30 17:30:00+00:00,QPR,Fulham,,40,2019,17:30:00,2020-06-30
Championship,164646,2020-06-30 18:45:00+00:00,Leeds,Luton,,40,2019,18:45:00,2020-06-30
Championship,164653,2020-06-30 18:45:00+00:00,Wigan,Stoke City,,40,2019,18:45:00,2020-06-30
Championship,164644,2020-06-30 18:45:00+00:00,Cardiff,Charlton,,40,2019,18:45:00,2020-06-30
Segunda Division,214800,2020-06-30 22:00:00+00:00,Elche,Cadiz,,37,2019,22:00:00,2020-06-30
Segunda Division,214808,2020-06-30 22:00:00+00:00,Tenerife,Deportivo La Coruna,,37,2019,22:00:00,2020-06-30
Championship,164649,2020-07-01 16:00:00+00:00,Preston,Derby,,40,2019,16:00:00,2020-07-01
Championship,164648,2020-07-01 18:45:00+00:00,Nottingham Forest,Bristol City,,40,2019,18:45:00,2020-07-01
Championship,164652,2020-07-01 18:45:00+00:00,Sheffield Wednesday,West Brom,,40,2019,18:45:00,2020-07-01
Championship,164643,2020-07-01 18:45:00+00:00,Birmingham,Huddersfield,,40,2019,18:45:00,2020-07-01
Championship,164645,2020-07-02 16:00:00+00:00,Hull City,Middlesbrough,,40,2019,16:00:00,2020-07-02
Championship,164658,2020-07-04 14:00:00+00:00,Derby,Nottingham Forest,,41,2019,14:00:00,2020-07-04
Championship,164663,2020-07-04 14:00:00+00:00,Stoke City,Barnsley,,41,2019,14:00:00,2020-07-04
Championship,164659,2020-07-04 14:00:00+00:00,Fulham,Birmingham,,41,2019,14:00:00,2020-07-04
Championship,164661,2020-07-04 14:00:00+00:00,Luton,Reading,,41,2019,14:00:00,2020-07-04
Championship,164660,2020-07-04 14:00:00+00:00,Huddersfield,Preston,,41,2019,14:00:00,2020-07-04
Championship,164664,2020-07-04 14:00:00+00:00,Swansea,Sheffield Wednesday,,41,2019,14:00:00,2020-07-04
Championship,164655,2020-07-04 14:00:00+00:00,Brentford,Wigan,,41,2019,14:00:00,2020-07-04
Championship,164656,2020-07-04 14:00:00+00:00,Bristol City,Cardiff,,41,2019,14:00:00,2020-07-04
Championship,164657,2020-07-04 14:00:00+00:00,Charlton,Millwall,,41,2019,14:00:00,2020-07-04
Championship,164654,2020-07-04 14:00:00+00:00,Blackburn,Leeds,,41,2019,14:00:00,2020-07-04
Serie B,235458,2020-07-04 22:00:00+00:00,Perugia,Pordenone,,32,2019,22:00:00,2020-07-04
Serie B,235457,2020-07-04 22:00:00+00:00,Cremonese,Pescara,,32,2019,22:00:00,2020-07-04
Serie B,235455,2020-07-04 22:00:00+00:00,Salernitana,Juve Stabia,,32,2019,22:00:00,2020-07-04
Serie B,235454,2020-07-04 22:00:00+00:00,Venezia,Empoli,,32,2019,22:00:00,2020-07-04
Serie B,235453,2020-07-04 22:00:00+00:00,Pisa,Cittadella,,32,2019,22:00:00,2020-07-04
Serie B,235452,2020-07-04 22:00:00+00:00,Virtus Entella,Chievo,,32,2019,22:00:00,2020-07-04
Serie B,235451,2020-07-04 22:00:00+00:00,Crotone,Benevento,,32,2019,22:00:00,2020-07-04
Serie B,235450,2020-07-04 22:00:00+00:00,Nuova Cosenza,Ascoli,,32,2019,22:00:00,2020-07-04
Serie B,235456,2020-07-04 22:00:00+00:00,Trapani,Livorno,,32,2019,22:00:00,2020-07-04
Serie B,235459,2020-07-04 22:00:00+00:00,Frosinone,Spezia,,32,2019,22:00:00,2020-07-04
Championship,164665,2020-07-05 14:00:00+00:00,West Brom,Hull City,,41,2019,14:00:00,2020-07-05
Championship,164662,2020-07-05 14:00:00+00:00,Middlesbrough,QPR,,41,2019,14:00:00,2020-07-05
Championship,164671,2020-07-07 18:45:00+00:00,Luton,Barnsley,,42,2019,18:45:00,2020-07-07
Championship,164675,2020-07-07 18:45:00+00:00,Sheffield Wednesday,Preston,,42,2019,18:45:00,2020-07-07
Championship,164669,2020-07-07 18:45:00+00:00,Cardiff,Blackburn,,42,2019,18:45:00,2020-07-07
Championship,164670,2020-07-07 18:45:00+00:00,Leeds,Stoke City,,42,2019,18:45:00,2020-07-07
Championship,164667,2020-07-07 18:45:00+00:00,Brentford,Charlton,,42,2019,18:45:00,2020-07-07
Championship,164666,2020-07-07 18:45:00+00:00,Birmingham,Swansea,,42,2019,18:45:00,2020-07-07
Championship,164673,2020-07-07 18:45:00+00:00,Nottingham Forest,Fulham,,42,2019,18:45:00,2020-07-07
Championship,164674,2020-07-07 18:45:00+00:00,Reading,Huddersfield,,42,2019,18:45:00,2020-07-07
Championship,164668,2020-07-08 18:45:00+00:00,Bristol City,Hull City,,42,2019,18:45:00,2020-07-08
Championship,164672,2020-07-08 18:45:00+00:00,Millwall,Middlesbrough,,42,2019,18:45:00,2020-07-08
Championship,164677,2020-07-08 18:45:00+00:00,Wigan,QPR,,42,2019,18:45:00,2020-07-08
Championship,164676,2020-07-08 19:00:00+00:00,West Brom,Derby,,42,2019,19:00:00,2020-07-08
Championship,164686,2020-07-11 14:00:00+00:00,Preston,Nottingham Forest,,43,2019,14:00:00,2020-07-11
Championship,164678,2020-07-11 14:00:00+00:00,Barnsley,Wigan,,43,2019,14:00:00,2020-07-11
Championship,164685,2020-07-11 14:00:00+00:00,Middlesbrough,Bristol City,,43,2019,14:00:00,2020-07-11
Championship,164684,2020-07-11 14:00:00+00:00,Hull City,Millwall,,43,2019,14:00:00,2020-07-11
Championship,164683,2020-07-11 14:00:00+00:00,Huddersfield,Luton,,43,2019,14:00:00,2020-07-11
Championship,164682,2020-07-11 14:00:00+00:00,Fulham,Cardiff,,43,2019,14:00:00,2020-07-11
Championship,164681,2020-07-11 14:00:00+00:00,Derby,Brentford,,43,2019,14:00:00,2020-07-11
Championship,164680,2020-07-11 14:00:00+00:00,Charlton,Reading,,43,2019,14:00:00,2020-07-11
